prime,TARGET,relation1_f-t,relation2_f-t,FAS_f-t,BAS_f-t,f_CUEfanout,TARGETfanin,rank,LSA_f-t,BEAGLE_RPs,BEAGLE_PMI,BEAGLE cosine,BEAGLE WIKI NIN,BEAGLE WIKI Cosine,LSA
stuck,mud,perceptual property,NA,0.064,0,18,27,3,0.32,0.1611466,0.832243053,0.405164727,287,0.295607356,0.531362435
subtract,multiply,category,NA,0.014,0,6,9,6,0.41,0.153747078,18.69710131,0.315248297,3,0.703311912,0.791082028
attempt,murder,fpa,NA,0.01,0,8,28,7,0.28,0.12256725,0.38820876,0.324562911,1508,0.578318583,0.435373712
victim,murderer,antonym,NA,0.03,0,20,4,9,0.43,0.042970873,1.955429198,0.148943025,3450,0.676135697,0.771110732
athlete,muscle,unclassified,NA,0.021,0,18,34,7,0.06,0.094123441,0.387190161,0.035898318,NA,0.241857488,0.243891753
underground,music,fpa,NA,0.027,0,15,132,10,0.03,0.080295381,0.267448669,0.192464859,3298,0.55251048,0.275245872
disguise,mustache,supraordinate,NA,0.02,0,15,3,10,0.12,0.06349652,3.297818823,0.106730227,6941,0.299364873,0.724287544
remover,nail,bpa,NA,0.384,Â¥,12,29,2,0.33,0.054117499,66.51147323,0.19933045,13,NA,0.671098871
party,naked,unclassified,NA,0.022,Â¥,22,7,8,0.03,0.022069431,0.080665604,0.047346818,NA,0.230891197,0.125710505
designer,name,fpa,NA,0.02,0,17,37,9,0.05,0.092608953,0.089458175,NA,NA,NA,0.094193233
straight,narrow,fpa,associated properties,0.108,2.10E-02,12,9,3,0.37,0.134572733,0.472634118,0.41125923,280,0.490732237,0.494703891
environment,nature,synonym,NA,0.047,3.10E-02,21,23,5,0.24,0.269824945,0.306037078,0.602309123,10,0.642115053,0.439543206
officer,navy,bpa,NA,0.02,0,13,16,6,0.46,0.219537886,0.889331925,0.448886748,9,0.517961934,0.313846739
close,near,synonym,NA,0.09,0.394,9,14,4,0.51,0.319907531,0.104954349,NA,NA,NA,0.636658543
interesting,neat,unclassified,NA,0.034,0,20,21,7,0.34,0.151556219,0.060783862,0.31711559,1596,0.535912722,0.55943196
glands,neck,category,NA,0.027,0,16,23,10,0.15,0.018181875,1.551321361,0.212341018,335,0.280367154,0.524072271
jewelry,necklace,supraordinate,NA,0.074,7.00E-02,13,12,4,0.34,0.161290755,10.5063396,0.20550282,143,0.432888016,0.776234808
help,need,bpa,NA,0.033,0.02,23,32,7,0.54,0.396684771,0.259767068,0.735929041,4,0.846102798,0.732264933
physician,needle,script,NA,0.014,0,4,32,3,0.12,0.043543079,0.170549971,0.067438758,19186,0.334895168,0.456354253
not,negative,unclassified,NA,0.033,0,21,12,5,0.13,0.063751769,0.150546522,NA,NA,NA,0.446486302
suburb,neighborhood,supraordinate,NA,0.04,1.30E-02,15,9,5,0.5,0.260032002,0.58176992,0.332567924,113,0.785097201,0.500439781
cousin,nephew,category,NA,0.04,6.80E-02,11,2,7,0.52,0.156655657,3.644893879,0.216150299,1987,0.883354003,0.93497795
interview,nervous,perceptual property,NA,0.047,0,15,32,3,0.04,0.012411633,0.100387285,0.095206784,12088,0.192198191,0.248547358
nerve,neuron,category,NA,0.036,0.111,24,2,7,0.84,0.364151227,8.150447187,0.541567679,9,0.32701198,0.689756445
atom,neutron,supraordinate,NA,0.013,0.233,12,3,8,0.56,0.094610064,8.632736964,0.504612566,29,0.353271104,0.787323561
once,never,antonym,NA,0.014,0,12,30,9,0.64,0.285610852,0.132900178,NA,NA,NA,0.717392064
meet,new,unclassified,NA,0.034,0,18,75,10,0.32,0.079384455,0.074348031,NA,NA,NA,0.251189825
network,news,bpa,fpa,0.047,0,12,33,3,0.44,0.148934804,0.876050116,0.30004424,215,0.556013724,0.293216413
advertisement,newspaper,script,NA,0.118,0,18,37,3,0.57,0.23763265,1.243051455,0.377774787,4,0.510613814,0.424823392
gravity,newton,unclassified,NA,0.035,1.30E-02,16,4,10,0.72,0.068491829,2.300507983,0.419701782,51,0.279651182,0.568221758
evil,nice,antonym,NA,0.014,0,11,115,10,0.11,0.131308602,0.12771935,0.286558674,696,0.458330275,0.228017206
bat,night,script,NA,0.063,0,17,56,5,0.11,0.095528453,0.13390368,0.2659714,191,0.399003842,0.161651041
haircut,no,unclassified,NA,0.026,0,19,63,9,0.2,0.071517585,0.131029717,NA,NA,NA,0.349765866
hearing,noise,unclassified,NA,0.035,0,12,65,9,0.46,0.150484164,1.075726886,0.322500611,385,0.336885138,0.379719526
wealth,none,unclassified,NA,0.016,0,11,43,9,0.3,0.098033929,0.055793324,NA,NA,NA,0.412329372
macaroni,noodles,supraordinate,NA,0.146,3.30E-02,7,7,2,0.37,0.07196158,81.298078,0.106695386,4080,0.322728227,0.891731475
sober,normal,unclassified,NA,0.021,0,10,19,6,0.12,0.076959334,0.045817428,0.149675106,1210,0.438825033,0.205850703
feature,nose,unclassified,NA,0.026,0,10,49,5,0.08,0.067089123,0.169220032,0.138513111,8511,0.391723627,0.168031174
ready,not,unclassified,NA,0.041,0,15,46,5,0.5,0.382670398,0.171901802,NA,NA,NA,0.474002913
letter,note,synonym,NA,0.041,0.299,15,15,7,0.22,0.320909017,0.145529729,0.519481123,11,0.524343146,0.363933636
worth,nothing,fpa,NA,0.034,0,13,37,7,0.34,0.223482714,0.26723042,NA,NA,NA,0.637213175
author,novel,unclassified,NA,0.021,0,8,16,6,0.7,0.216808703,0.788669252,NA,NA,NA,0.613584234
expert,novice,antonym,NA,0.1,8.60E-02,18,5,2,0.32,0.042906207,3.836538565,0.074909858,NA,0.541065038,0.470897085
due,now,fpa,NA,0.047,0,25,44,6,0.21,0.09173465,0.07551026,NA,NA,NA,0.438240048
identification,number,fpa,NA,0.095,0,14,66,3,0.27,0.091947292,0.393132599,0.436123976,5,0.586434272,0.349631885
habit,nun,perceptual property,NA,0.034,4.10E-02,17,10,6,0.08,0.041640931,1.90009119,0.090987934,18344,0.462201195,0.441290893
patient,nurse,script,NA,0.014,1.40E-02,10,13,10,0.83,0.346266208,1.619206921,0.696010477,3,0.455826795,0.838411409
crunchy,nut,perceptual property,NA,0.086,0,16,17,4,0.11,0.044006866,19.20078646,0.031504189,NA,NA,0.598530789
material,object,synonym,NA,0.041,0,17,23,6,0.11,0.275305335,0.219378834,0.479900136,247,0.488649257,0.285396764
lust,obsession,unclassified,NA,0.013,4.80E-02,8,3,8,0.11,0.062994079,1.626504211,0.062925514,10903,0.673974721,0.677611219
impediment,obstacle,synonym,NA,0.033,0,14,6,8,0.09,0.06046186,1.388510134,-0.0467007,NA,0.309781373,0.796385343
sponge,ocean,script,NA,0.027,0,18,73,10,0.14,0.057422359,0.293153689,0.415858581,213,0.289948156,0.213109913
eight,octopus,perceptual property,NA,0.021,0.122,8,2,6,0.09,0.033003563,0.426846836,NA,NA,NA,0.263289057
unique,odd,synonym,NA,0.034,0,15,17,8,0.16,0.115033223,0.108079181,0.248065392,2262,0.54816992,0.192713701
flick,off,action,NA,0.019,0,18,31,10,0.36,0.077021219,0.299302921,NA,NA,NA,0.585593105
federal,offense,fpa,NA,0.033,0,18,4,8,0.15,0.019112975,0.359034172,0.15021126,5524,0.340718654,0.164498079
oval,office,fpa,NA,0.103,0,10,33,3,0.15,0.059188341,0.484431121,0.188395923,962,0.332598302,0.073224994
sometimes,often,unclassified,NA,0.101,2.80E-02,11,10,3,0.74,0.67429525,0.25388934,NA,NA,NA,0.920778396
quart,oil,fpa,NA,0.022,0,9,39,5,0.04,0.031156924,1.501195147,0.181448363,422,NA,0.470293093
stable,okay,synonym,NA,0.027,0,13,18,3,0.01,0.053273121,0,0.088109971,19717,0.352347028,0.182853113
veteran,old,perceptual property,NA,0.095,0,8,115,3,0.21,0.09083912,0.126710865,NA,NA,NA,0.318754572
lit,on,unclassified,NA,0.027,0,15,24,9,0.45,0.208326826,0.086708292,NA,NA,NA,0.391150877
annual,once,unclassified,NA,0.036,0,7,7,3,0.16,0.07000925,0.05255128,NA,NA,NA,0.252988945
moment,one,bpa,NA,0.015,0,14,66,7,0.49,0.214716577,0.142102145,NA,NA,NA,0.810817121
garlic,onion,category,NA,0.075,8.10E-02,19,9,4,0.32,0.075815623,102.9262312,0.187195518,134,0.741032694,0.992559803
option,open,unclassified,NA,0.027,0,8,70,3,0.13,0.053127176,0.107187835,0.118866121,3313,0.439458537,0.244145608
cave,opening,fpa,NA,0.026,0,11,10,9,0.19,0.088363654,0.118548387,0.359776382,298,0.400082178,0.203940649
scalpel,operation,instrument,NA,0.02,0,12,8,8,0.06,0.013578345,0.257153672,0.071361901,7320,0.189475952,0.214069203
tiger,orange,perceptual property,NA,0.021,0,15,43,8,0.12,0.077226751,0.537334614,0.104814625,5892,0.37123241,0.39809625
disorder,order,antonym,NA,0.054,0,22,35,4,0.12,0.080664544,0.082817932,0.300677189,226,0.279229091,0.174086012
rearrange,organize,unclassified,NA,0.123,0,17,14,3,0.11,0.072956067,0.040254179,0.182941262,611,0.260328636,0.314506528
erupt,orgasm,unclassified,NA,0.013,Â¥,6,4,6,0,0.01335409,0.509902303,0.009813135,NA,0.168408542,0.333949926
dine,out,fpa,NA,0.063,0,6,86,3,0.21,0.02360477,0.078575429,NA,NA,NA,0.160879234
nature,outdoors,perceptual property,NA,0.038,0,19,5,5,0.2,0.085143307,0.456234366,0.223713155,5673,0.501338506,0.285276745
refrigerator,oven,category,NA,0.015,0,9,15,7,0.72,0.320133127,13.50099425,0.447061011,3,0.345623951,0.852646727
wisdom,owl,perceptual property,NA,0.021,0,16,4,10,0.1,0.098017608,0.837913147,0.118861646,8268,0.280670637,0.091616005
keep,own,unclassified,NA,0.021,1.10E-02,17,17,10,0.38,0.25292787,0.105011064,NA,NA,NA,0.517267041
slave,owner,fpa,NA,0.021,0,18,10,9,0.31,0.144729267,0.97149093,0.210745029,1673,0.450833879,0.203829485
nitrogen,oxygen,category,NA,0.146,2.80E-02,13,11,2,0.73,0.377786187,17.96960763,0.679636502,2,0.806177843,0.827185136
pearl,oyster,perceptual property,NA,0.13,5.10E-02,14,9,2,0.2,0.038656135,5.373080984,0.202889157,636,0.211114201,0.230163101
deliver,package,action,NA,0.044,3.50E-02,19,7,7,0.3,0.182056045,0.46074615,0.338011719,123,0.576511557,0.403047645
loud,pain,unclassified,NA,0.018,0,11,158,5,0.17,0.092300023,0.310882707,0.26682154,729,0.37231536,0.296888303
portray,paint,unclassified,NA,0.028,0,15,40,8,0.07,0.104376231,0.239203276,0.080703048,6494,0.409618643,0.346253403
drawing,painting,category,NA,0.084,6.80E-02,15,16,4,0.22,0.418201952,0.547611562,0.290818118,470,0.764996971,0.751496153
dust,pan,fpa,NA,0.054,0,16,15,3,0.18,0.067930264,0.293467172,0.27093571,1232,0.351624272,0.222180243
stack,pancakes,fpa,NA,0.052,0,17,11,5,0.3,0.047846743,3.366814432,0.101527425,10942,0.218578421,0.149143226
cuff,pants,fpa,NA,0.041,0,12,31,5,0.31,0.182417165,6.746486248,0.239514946,7,0.351514248,0.622236301
research,paper,fpa,NA,0.098,0,16,165,2,0.12,0.146874924,0.311836689,0.287663005,1882,0.423103053,0.293145356
respect,parent,unclassified,NA,0.091,0,26,32,3,0.23,0.136051505,0.162840434,0.254272113,3228,0.387937372,0.308014538
avenue,park,bpa,NA,0.013,1.40E-02,4,29,4,0.48,0.120693076,1.316229848,0.37289589,25,0.53452246,0.4529181
unit,part,synonym,NA,0.041,0,22,30,3,0.25,0.36813455,0.076392993,0.523797305,18,0.560672024,0.215898413
companion,partner,synonym,NA,0.014,2.70E-02,11,7,10,0.15,0.127851821,0.138539496,0.123249698,6775,0.437146295,0.209577791
spare,parts,fpa,NA,0.014,Â¥,11,4,10,0.08,0.105665196,0.31480844,0.153631562,4843,0.614421192,0.415645802
carnival,party,category,NA,0.033,0,14,84,7,0.05,0.081462291,0.113572803,0.131630988,4676,0.141688914,0.198752057
exam,pass,unclassified,NA,0.017,0,7,22,5,0.13,0.044490935,1.734227257,0.167431021,639,0.476707206,0.383741074
memory,past,bpa,NA,0.049,0,15,27,5,0.21,0.125484531,0.293431252,0.39187034,117,0.416459044,0.336072245
walkway,path,synonym,NA,0.081,0,17,13,2,0.18,0.032894231,1.501017321,0.03934547,16672,NA,0.454880261
virtue,patience,bpa,NA,0.108,0.198,22,4,2,0.29,0.131383375,3.933726706,0.155465667,2308,0.576762502,0.456275417
nurse,patient,script,NA,0.014,1.40E-02,10,11,10,0.83,0.346266208,1.623859814,0.696010477,2,0.455826795,0.838411409
driveway,pavement,perceptual property,NA,0.062,1.40E-02,14,6,2,0.49,0.096713022,3.522118907,0.26792519,300,0.4096806,0.273713186
dove,peace,perceptual property,NA,0.157,4.20E-02,11,30,2,0.14,0,0.14450383,0.139975208,1925,0.392925498,0.150310168
pear,peach,category,NA,0.048,7.20E-02,9,10,3,0.21,0.259543745,21.28721731,0.282702193,14,0.375102124,0.833725334
pike,peak,unclassified,NA,0.152,2.10E-02,11,11,2,0.14,0.072952024,4.373080143,0.009360596,NA,0.374049756,0.273207656
elephant,peanut,script,NA,0.034,3.60E-02,19,20,9,0.12,0.076160291,0.503970604,0.097258607,12632,0.138887591,0.239031688
eraser,pen,unclassified,NA,0.013,0,10,43,9,0.12,0.169903261,4.8368549,0.341674922,10,0.397591228,0.579051291
paper,pencil,fpa,NA,0.161,0,15,30,2,0.68,0.18919607,2.508930014,0.597967361,4,0.660935497,0.499290553
fountain,penny,script,NA,0.014,0,7,13,5,0.16,0.027914974,0.238190073,0.159767064,2730,0.391516881,0.411037087
real,people,fpa,NA,0.029,0,14,154,10,0.29,0.372149821,0.106604895,NA,NA,NA,0.466280745
spicy,pepper,fpa,NA,0.033,0,8,10,3,0.39,0.019639961,20.58624056,0.150023796,288,0.505723185,0.643642056
soda,pepsi,supraordinate,NA,0.027,6.80E-02,12,8,6,NA,0,9.40118831,NA,NA,0.320903751,0.480762467
meticulous,perfect,unclassified,NA,0.045,0,16,13,6,0.27,0.052107381,0.175091393,0.041190469,12082,0.372932093,0.42392855
scent,perfume,perceptual property,NA,0.103,0.05,6,14,2,0.26,0.162849898,29.49456636,0.239087311,420,0.566388344,0.768163176
sentence,period,script,NA,0.099,8.70E-02,18,21,3,0.1,0.126537949,0.083139069,0.255374723,455,0.367582547,0.177463004
clerk,person,unclassified,NA,0.032,0,21,134,10,0.16,0.10315884,0.109282827,0.359162569,66,0.370491468,0.206823102
style,personality,unclassified,NA,0.051,1.40E-02,23,18,5,0.19,0.151541372,0.12805492,0.360861378,316,0.462397614,0.330338185
influence,persuade,synonym,NA,0.079,3.40E-02,19,8,2,0.28,0.183826809,0.138824388,0.311212595,2336,0.504260433,0.464288379
dime,phone,unclassified,NA,0.018,0,9,30,8,0.13,0.048583103,0.392413239,0.200709137,527,0.273700006,0.167818865
ivory,piano,perceptual property,NA,0.063,1.20E-02,12,16,6,0.11,0.025399743,0.592903462,0.095192006,6898,0.211142964,0.091514855
ice,pick,fpa,NA,0.033,0,18,32,5,0.12,0.071004508,0.176566389,0.226212014,1535,0.213599947,0.319607912
strike,picket,synonym,NA,0.023,9.60E-02,15,2,7,0.18,0.044997261,2.164760915,0.106621068,16040,0.351107851,0.633813297
barrel,pickles,fpa,NA,0.103,0,25,5,2,0.33,0.057776745,0.91117031,0.090578541,12113,0.139364991,0.170816185
wall,picture,unclassified,NA,0.058,4.10E-02,23,54,6,0.13,0.106608387,0.18923679,0.353530163,764,0.337280818,0.349979218
blueberry,pie,fpa,NA,0.228,1.60E-02,10,36,2,0.52,0.111814048,20.72513371,0.315910551,7,0.400046079,0.715776937
sliver,piece,unclassified,NA,0.046,0,18,30,5,0.17,0.064603843,0.340617167,0.11281792,1156,NA,0.422984317
squeal,pig,perceptual property,NA,0.084,0,22,30,2,0.31,0.049888594,22.13964582,0.246128609,9,0.471170163,0.459213012
sedative,pill,unclassified,NA,0.088,0,10,16,4,0.55,0.064595843,9.02184414,0.050544739,16553,0.220877,0.672429174
aircraft,pilot,script,NA,0.054,0,12,10,5,0.8,0.128383032,1.46847642,0.338982328,14,0.651959031,0.747143048
freckle,pimple,unclassified,NA,0.026,0,12,4,6,0.05,0,15.52795031,0.070886091,2179,NA,NA
crust,pizza,bpa,NA,0.135,1.40E-02,7,21,3,0.03,0.01552297,16.66443901,-0.002772668,NA,0.211575463,0.3550894
people,place,unclassified,NA,0.088,0,18,62,4,0.42,0.240653782,0.095012089,NA,NA,NA,0.308093856
buffalo,plain,script,NA,0.027,0,21,17,10,0.12,0.087268486,0.673812794,0.214793619,608,0.469879404,0.186796661
budget,plan,unclassified,NA,0.021,0,12,31,7,0.33,0.241082313,0.41923149,0.445834536,19,0.554805811,0.554107433
luggage,plane,script,NA,0.034,0,15,39,9,0.29,0.045382818,0.731838463,0.146940657,364,0.382949539,0.328022228
comet,planet,category,NA,0.014,0,14,17,8,0.74,0.151339844,1.504292465,0.290841488,15,0.435128364,0.779204108
galaxy,planets,supraordinate,NA,0.073,2.60E-02,12,3,4,0.68,0.329616894,1.788795015,0.568827299,5,0.518110853,0.928672639
orchid,plant,supraordinate,NA,0.032,0,7,55,3,0.46,0.158779839,1.764603389,0.190784278,63,0.447776651,0.556079272
metal,plastic,category,NA,0.027,6.80E-02,16,10,9,0.54,0.307797994,1.716116722,0.60951915,2,0.556702706,0.563412026
bowl,plate,category,NA,0.05,4.20E-02,22,20,8,0.39,0.200626936,0.315277485,0.406611792,47,0.1874781,0.300965664
band,play,functional property,NA,0.056,0,14,96,3,0.3,0.106558676,0.26214541,0.283648688,518,0.464678362,0.220221852
beggar,plead,unclassified,NA,0.02,0,14,4,9,0.24,0.045032721,0.261344166,0.069680785,12460,0.15257567,0.60251665
salute,pledge,unclassified,NA,0.021,1.30E-02,15,4,9,0.24,0.043049937,3.350830596,0.140622542,357,0.371626373,0.423461419
socket,plug,unclassified,NA,0.173,0.111,13,12,2,0.37,0.024971076,37.96132923,0.126667685,654,0.46857337,0.895173672
addition,plus,synonym,NA,0.078,0,8,9,3,0.44,0.124345356,0.175383524,NA,NA,NA,0.442084554
poetry,poem,unclassified,NA,0.054,2.60E-02,21,10,4,0.93,0.567848845,5.674574578,0.552362535,7,0.694819047,0.913555346
literature,poetry,supraordinate,NA,0.027,0.04,9,6,5,0.8,0.449161397,2.371245508,0.622323008,3,0.691155249,0.765173677
steeple,point,perceptual property,NA,0.021,0,6,61,4,0.07,0.025842391,0.102065403,0.052822994,14694,0.298829744,0.143465067
intoxicate,poison,unclassified,NA,0.02,0,10,15,6,NA,0.027941407,0.992918834,NA,NA,0.164692991,NA
ace,poker,script,NA,0.028,0,15,11,6,0.17,0.012708214,3.304631476,-0.009000347,NA,0.27623198,0.450607275
sting,police,bpa,NA,0.089,0,9,67,2,0.08,0.021519247,0.876076157,0.027538502,NA,0.338170494,0.231163058
nail,polish,fpa,NA,0.071,0.09,6,12,3,0.24,0.161480629,1.248888856,0.226146584,482,0.292283527,0.18914244
rude,polite,antonym,NA,0.044,0.155,20,11,6,0.4,0.244412293,7.86148071,0.186650069,1074,0.53960026,0.865890032
senator,politics,supraordinate,NA,0.072,0,18,27,2,0.28,0.071076257,0.180651395,0.276962809,437,0.480300959,0.397554502
algae,pool,script,NA,0.041,0,16,31,3,0.18,0,0.420847182,0.253294967,550,0.234528154,0.177121753
fortune,poor,bpa,NA,0.021,0,14,51,10,0.46,0.100257798,0.224979215,0.455569797,24,0.560146978,0.493606106
yes,positive,unclassified,NA,0.014,0,7,14,6,0.01,0.023702622,0.169305823,0.055072674,NA,0.290114769,0.273516153
boil,pot,unclassified,NA,0.021,2.90E-02,15,40,8,0.58,0.067164791,6.074929715,0.4638927,197,0.438825432,0.426516132
chips,potato,bpa,NA,0.219,0,20,24,2,0.33,0.076475386,7.976001668,0.223511715,192,0.639051621,0.43230936
beat,pound,synonym,NA,0.022,4.10E-02,17,11,10,0.14,0.299141478,0.165025771,0.272898485,551,0.249736507,0.343061472
will,power,fpa,NA,0.041,0,12,53,7,0.16,0.193419685,0.104857066,NA,NA,NA,0.44000523
accurate,precise,synonym,NA,0.134,0.167,15,8,3,0.62,0.408213799,1.458341834,0.533173221,3,0.708956464,0.689241231
pride,prejudice,fpa,NA,0.08,0,21,7,2,0.27,0.056125423,13.51747346,0.217635365,2900,0.668788705,0.36667807
attendance,present,unclassified,NA,0.068,0,19,33,4,0.19,0.070990744,0.061600878,0.20549157,495,0.043179207,0.342315364
vice,president,fpa,NA,0.101,0,13,31,3,0.83,0.075316953,5.417967969,0.516718144,23,0.772749435,0.85454884
looks,pretty,unclassified,NA,0.131,0,19,71,2,0.38,0.18206923,0.44857212,0.494087261,63,0.705707159,0.746292315
overview,preview,unclassified,NA,0.027,0,24,3,7,0.28,0.036084392,0.388022671,0.176748272,225,0.524477897,0.251091417
recognition,pride,unclassified,NA,0.027,0,20,20,8,0.37,0.076571977,0.105695014,0.308666597,554,0.49790817,0.434591748
chapel,priest,script,NA,0.033,0,11,24,3,0.48,0.045572842,0.392511657,0.256089122,118,0.418098019,0.485095309
frog,prince,fpa,NA,0.048,0.02,20,6,6,0.03,0.1160388,0.385316658,0.24024137,637,0.261617089,0.050550689
viking,princess,unclassified,NA,0.026,0,20,10,8,0.05,0.099671944,0.130748728,0.166091333,1183,0.292085899,0.302796487
newspaper,print,unclassified,NA,0.076,1.40E-02,23,13,5,0.42,0.207918807,0.910969958,0.384735412,223,0.557701564,0.419257757
inmate,prison,script,NA,0.11,1.40E-02,9,24,4,0.34,0.055409879,8.604619389,0.089816529,679,0.655382801,0.912981424
hostage,prisoner,synonym,NA,0.092,3.80E-02,24,14,2,0.14,0.11365189,1.150840364,0.144957397,514,0.470057204,0.652313481
detective,private,bpa,NA,0.066,1.50E-02,15,16,4,0.12,0.12307744,1.061841642,0.225631996,647,0.358422242,0.101608459
financial,problem,fpa,NA,0.02,0,13,71,10,0.08,0.077942103,0.464114258,0.269109217,817,0.46679623,0.231327753
limousine,prom,script,NA,0.019,0,16,6,9,-0.04,0,3.531335304,0.014271923,NA,0.267889656,0.464029449
swear,promise,synonym,NA,0.059,3.30E-02,13,8,4,0.35,0.135177446,0.57984016,0.241095024,257,0.54208235,0.660317259
bullet,proof,fpa,NA,0.027,0,13,8,6,0.15,0.051042676,0.888812705,0.146845556,1714,0.345147678,0.29445428
stolen,property,fpa,NA,0.026,0,22,19,10,0.28,0.069624518,0.240779628,0.303820431,115,0.37849864,0.19144404
safe,protect,unclassified,NA,0.021,0,21,9,9,0.44,0.107451183,0.29716387,0.455067896,204,0.695130976,0.566903976
seatbelt,protection,functional property,NA,0.062,3.40E-02,11,17,4,NA,0.008677893,0.176596496,-0.012578119,NA,NA,0.194423037
publication,public,unclassified,NA,0.02,0,17,6,8,0.33,0.079085833,0.146176422,0.318437846,61,0.52401778,0.27603338
plum,pudding,fpa,NA,0.047,0,13,9,7,0.16,0.085333079,56.92130548,0.130291577,2738,0.451188136,0.828401514
gag,puke,unclassified,NA,0.027,0,17,5,7,0.03,0,0,0.073104397,10086,NA,0.545333054
mule,pull,functional property,NA,0.016,0,11,33,10,0.12,0.186613266,0.882728819,0.142505351,1518,0.419745709,0.347649521
paddle,punishment,supraordinate,NA,0.02,0,14,15,9,0.03,0.017974754,2.126121529,0.109366774,2949,0.242515691,0.077716152
violent,purple,unclassified,NA,0.024,0,24,17,9,0.08,0.04475138,0.084655135,0.078737575,NA,0.348519639,0.124278294
function,purpose,synonym,NA,0.062,0,20,9,3,0.28,0.363341689,0.196702363,0.492126832,97,0.368210364,0.350738593
bookbag,purse,category,NA,0.02,0,12,16,6,NA,0,0,NA,NA,NA,NA
button,push,bpa,NA,0.055,1.60E-02,16,26,5,0.38,0.203758684,3.266860098,0.388308625,6,0.586047823,0.265290281
stump,puzzle,synonym,NA,0.014,0,11,15,8,0.11,0.025426969,0.108760648,0.133638444,1810,0.220917377,0.154476414
sphinx,pyramid,script,NA,0.078,1.40E-02,11,7,3,0.68,0.436842163,23.70031139,0.166890573,77,0.476924603,0.715459441
